ID_TA,Number of Reviews
d12507482,43.0
d3177775,126.0
d1134459,146.0
d10044569,43.0
d2448303,118.0
d3640421,15.0
d8444779,34.0
d5616126,nan
d3842303,155.0
d967524,102.0
d1342532,87.0
d4881262,7.0
d11799340,7.0
d11817386,24.0
d7322985,36.0
d1086675,315.0
d990780,41.0
d6857244,15.0
d8757447,65.0
d9867189,4.0
d5981567,3.0
d3690255,424.0
d786025,20.0
d7381059,77.0
d12143981,nan
d2019102,10.0
d1742176,183.0
d2491629,230.0
d10594399,9.0
d1170002,55.0
d9598528,161.0
d13130283,4.0
d5122055,nan
d7691369,5.0
d10453964,29.0
d5510545,5.0
d4786856,18.0
d6364121,3.0
d8564542,51.0
d8262021,194.0
d8778279,116.0
d2320420,2400.0
d10194623,45.0
d1496258,150.0
d3842372,12.0
d7992108,28.0
d10331311,149.0
d1103369,270.0
d4043779,nan
d2162048,167.0
d7079539,10.0
d11912950,334.0
d9560814,6.0
d12699392,33.0
d1741730,336.0
d4148823,3.0
d1646839,7.0
d10361273,57.0
d12994296,3.0
d4292870,117.0
d10300149,15.0
d9727405,18.0
d11896158,nan
d804127,48.0
d3644440,158.0
d4698034,4.0
d1342512,41.0
d4506909,44.0
d4971860,19.0
d13187202,2.0
d6779486,39.0
d8487141,66.0
d12049127,2.0
d1392654,299.0
d11882409,16.0
d3599358,28.0
d2321223,201.0
d11755380,10.0
d12357686,19.0
d8494922,18.0
d8606566,6.0
d3177893,9.0
d9711954,10.0
d6616704,13.0
d11789606,2.0
d3801558,24.0
d13154458,nan
d3498420,112.0
d3678240,155.0
d13202669,2.0
d12644494,6.0
d3453307,1248.0
d4794257,7.0
d5007060,84.0
d4748894,84.0
d6003250,155.0
d12442248,15.0
d8743695,57.0
d1044071,15.0
d12614535,6.0
d1333162,57.0
d12913531,3.0
d2186678,30.0
d7159570,27.0
d1007175,905.0
d10205488,5.0
d6609410,19.0
d7142117,56.0
d10201935,162.0
d2287614,648.0
d2462730,149.0
d733966,3371.0
d9994745,7.0
d3774420,8.0
d12135015,10.0
d1554181,68.0
d3398142,158.0
d12640107,2.0
d2008429,228.0
d2656954,129.0
d8108659,7.0
d10795652,nan
d12652599,8.0
d1841730,131.0
d3651636,96.0
d5486942,31.0
d5821384,37.0
d2702664,10.0
d4139325,304.0
d799588,629.0
d919354,27.0
d2515521,143.0
d4083128,25.0
d2543128,97.0
d12631954,33.0
d12321597,nan
d4108388,18.0
d6936712,3.0
d806716,132.0
d10518006,23.0
d8043490,6.0
d1058004,9.0
d4972316,13.0
d734139,77.0
d9730168,385.0
d8637808,59.0
d804187,50.0
d3973998,34.0
d12442199,10.0
d2352985,274.0
d1009310,726.0
d12861342,nan
d1010644,159.0
d13137638,10.0
d5486361,5.0
d10517201,7.0
d4163552,24.0
d7147154,269.0
d946740,nan
d1092855,1356.0
d1035514,8.0
d6716198,21.0
d1138579,68.0
d6751235,34.0
d11543645,11.0
d4697299,196.0
d1317887,25.0
d1423428,49.0
d5486569,5.0
d10151309,nan
d3803311,93.0
d1791244,17.0
d10352727,11.0
d1349296,256.0
d987926,177.0
d3405181,37.0
d3935667,89.0
d5247599,nan
d7130658,42.0
d8808872,371.0
d6459339,4.0
d753452,nan
d10533255,5.0
d4209890,46.0
d2002612,83.0
d10516737,20.0
d5797162,75.0
d5777493,11.0
d3244276,101.0
d3847518,759.0
d5038043,153.0
d3648268,14.0
d12327917,34.0
d4261032,98.0
d10729053,nan
d4341355,3.0
d2696507,2.0
d5604104,13.0
d9978314,nan
d5523775,37.0
d11932473,nan
d3405570,362.0
d11705249,nan
d7077983,5.0
d2514179,9.0
d10338300,4.0
d12049579,5.0
d12129892,43.0
d2018619,228.0
d12473783,11.0
d10364862,nan
d811683,68.0
d10483148,2.0
d5966558,2.0
d1456198,85.0
d10387317,7.0
d3914237,6.0
d6948126,7.0
d1846361,160.0
d7282840,650.0
d801534,831.0
d5489779,13.0
d4768686,2.0
d10078687,8.0
d4767635,91.0
d6612659,5.0
d2462247,246.0
d7608880,75.0
d11904214,15.0
d8651352,143.0
d1070564,3.0
d12230631,7.0
d2149596,164.0
d8811567,7.0
d5521105,4.0
d6762547,39.0
d10671045,60.0
d13149264,4.0
d10050679,nan
d9740197,570.0
d9702108,2.0
d8769890,17.0
d7228989,39.0
d2437771,159.0
d11949985,36.0
d10147625,219.0
d1198964,893.0
d6366336,15.0
d10440691,9.0
d8279676,8.0
d997542,18.0
d8509698,13.0
d697933,149.0
d5870136,11.0
d5646702,nan
d800610,32.0
d12115238,3.0
d8720303,15.0
d12655941,nan
d12058517,187.0
d11883320,9.0
d3721673,nan
d8566340,45.0
d3820631,127.0
d9721840,116.0
d6838956,84.0
d3630935,11.0
d11620831,19.0
d10676961,24.0
d10595429,5.0
d10523331,116.0
d11875469,23.0
d12716346,nan
d2490228,60.0
d6418460,102.0
d1876672,638.0
d7282745,21.0
d793140,35.0
d3457258,35.0
d1774932,86.0
d1635350,8.0
d8692822,6.0
d12137306,2.0
d5213126,127.0
d7852039,21.0
d8545824,200.0
d7229122,20.0
d8045894,20.0
d6584253,66.0
d3674748,86.0
d5288128,24.0
d8571896,12.0
d801051,754.0
d6022580,nan
d6948918,9.0
d10499538,5.0
d6405563,40.0
d7799931,112.0
d7689985,5.0
d7389368,9.0
d800023,251.0
d3457299,18.0
d12670495,4.0
d2315297,60.0
d6434147,1037.0
d5016161,6.0
d9729069,nan
d3190994,224.0
d4297831,80.0
d1176647,98.0
d12212034,20.0
d3559540,110.0
d4443939,31.0
d13295507,10.0
d6784720,8.0
d2561330,102.0
d811007,119.0
d10664273,5.0
d12946237,nan
d11711147,59.0
d11592214,24.0
d8611138,119.0
d10948259,nan
d3261866,117.0
d7886721,150.0
d12997396,9.0
d8494036,nan
d5924137,137.0
d6909684,6.0
d4106457,19.0
d9814544,58.0
d6692621,47.0
d8369026,234.0
d3330626,171.0
d8341164,2.0
d2460823,25.0
d12689123,2.0
d1193214,703.0
d6665068,32.0
d10126298,21.0
d2669346,8.0
d8592766,18.0
d7002102,35.0
d10763125,nan
d8603845,18.0
d4314692,297.0
d5267698,20.0
d5971430,49.0
d1330327,32.0
d11995775,18.0
d2080659,254.0
d2044373,202.0
d8764576,23.0
d6570698,27.0
d8468646,19.0
d6413257,74.0
d1073400,230.0
d11667026,43.0
d10154192,11.0
d12597192,2.0
d1024798,140.0
d12010845,60.0
d7215393,2.0
d7656462,11.0
d12188803,8.0
d2715364,87.0
d12605797,46.0
d850556,115.0
d1011187,88.0
d12430683,6.0
d8497413,2.0
d7721201,84.0
d1389775,19.0
d2516528,366.0
d11964503,2.0
d3874037,66.0
d1176496,17.0
d12361916,3.0
d12479648,5.0
d7285302,49.0
d9742397,3.0
d6784142,7.0
d4283075,544.0
d4723580,nan
d12930085,7.0
d11918008,5.0
d5823255,5.0
d3747836,2.0
d3334035,52.0
d2358016,376.0
d4167091,3.0
d8370084,48.0
d9728929,20.0
d2429316,91.0
d3568300,50.0
d12323723,19.0
d12868930,3.0
d1019872,82.0
d1571989,625.0
d3605435,113.0
d5527747,27.0
d694842,218.0
d691965,319.0
d3838304,288.0
d1034598,307.0
d3727880,367.0
d788234,91.0
d997809,487.0
d12105266,18.0
d986397,63.0
d6458105,173.0
d11843455,39.0
d2694279,33.0
d2696377,124.0
d6472991,129.0
d9458955,68.0
d1769293,10.0
d10181333,103.0
d6539603,44.0
d3524644,nan
d1534089,271.0
d4131570,56.0
d2709372,21.0
d1035187,42.0
d6637092,17.0
d7123316,20.0
d4086006,16.0
d8410280,72.0
d5509212,2.0
d7060478,25.0
d4910816,7.0
d7117391,10.0
d10758818,7.0
d3727252,55.0
d12626734,9.0
d4939971,56.0
d1408230,294.0
d2225411,93.0
d7757989,37.0
d1331561,103.0
d9586361,3.0
d2205813,384.0
d10357537,55.0
d8154190,nan
d7282785,34.0
d2693821,49.0
d9459647,26.0
d8765683,nan
d9465449,42.0
d12458549,2.0
d11208629,11.0
d3175080,62.0
d6405048,nan
d10251061,9.0
d5489142,2.0
d927164,145.0
d3562787,46.0
d7375688,11.0
d4925356,12.0
d7598652,8.0
d1336926,2.0
d4353638,20.0
d9831038,8.0
d2441238,118.0
d4570908,25.0
d12535596,nan
d8380890,nan
d11506374,88.0
d10044447,2.0
d1186906,109.0
d11963186,10.0
d12326711,12.0
d11705802,22.0
d10625807,11.0
d2628518,1664.0
d4290028,177.0
d5262643,17.0
d7699709,8.0
d753112,192.0
d7900247,3.0
d6851583,45.0
d4830869,72.0
d8835650,38.0
d1090339,89.0
d1237919,453.0
d7366475,64.0
d11547398,6.0
d3963529,24.0
d5858240,14.0
d5976443,2.0
d6895749,12.0
d4997560,37.0
d11785771,75.0
d2687291,19.0
d3293161,267.0
d10791922,10.0
d7897819,2.0
d12457961,2.0
d10469534,7.0
d966195,377.0
d7927207,39.0
d10854434,7.0
d12453303,3.0
d2360192,87.0
d12321330,63.0
d12310749,13.0
d3842092,2.0
d5123358,7.0
d949820,163.0
d1571993,185.0
d12125673,50.0
d10798814,6.0
d8515196,14.0
d13166964,6.0
d8107280,84.0
d3935959,238.0
d5502977,8.0
d5798692,40.0
d5848262,15.0
d10042565,22.0
d3806131,216.0
d1869538,39.0
d10039356,4.0
d4106137,134.0
d6022283,44.0
d10444372,15.0
d10673747,111.0
d7378446,11.0
d10265246,10.0
d10380924,124.0
d10158548,nan
d9741416,6.0
d8659293,31.0
d8388460,7.0
d8736326,12.0
d12932686,nan
d3188499,96.0
d1889500,25.0
d5243280,24.0
d8597894,9.0
d10346994,34.0
d4960222,192.0
d2001650,144.0
d1519230,631.0
d7284331,107.0
d6767663,38.0
d4444580,105.0
d4541294,23.0
d6869056,27.0
d4996241,9.0
d12926577,9.0
d8339868,5.0
d7352937,6.0
d1009788,127.0
d1092717,13.0
d7123900,2.0
d3444631,16.0
d2171562,3.0
d10080172,27.0
d5530882,17.0
d6849080,17.0
d3695854,nan
d5851549,nan
d9562206,2.0
d1148072,9.0
d8829814,8.0
d1900721,637.0
d8545878,21.0
d12318304,2.0
d6475620,19.0
d10172969,13.0
d3488670,57.0
d11958337,4.0
d4170110,17.0
d8732377,46.0
d12682861,4.0
d1479710,118.0
d2445979,157.0
d2179770,50.0
d9736309,2.0
d8636407,23.0
d8633173,nan
d9742651,19.0
d1503907,215.0
d6413384,78.0
d10304788,30.0
d4298638,53.0
d5798034,6.0
d10810625,4.0
d4758084,45.0
d5122106,23.0
d12079447,12.0
d3650346,682.0
d740326,29.0
d5566994,3.0
d801987,1229.0
d8483549,9.0
d10628031,5.0
d693134,48.0
d10480552,nan
d12213063,66.0
d2275336,663.0
d8686630,9.0
d13219471,nan
d2666060,283.0
d10393956,118.0
d4325859,111.0
d5616091,6.0
d929505,304.0
d11492010,114.0
d3512691,24.0
d8399475,33.0
d5865809,4.0
d4769866,11.0
d3457832,187.0
d2330026,94.0
d3940678,53.0
d8725451,18.0
d991134,nan
d8027589,166.0
d12789362,48.0
d3241417,388.0
d1933744,341.0
d8860990,10.0
d911336,64.0
d2270666,55.0
d11687936,34.0
d8401801,21.0
d11615094,5.0
d11653610,3.0
d7646887,3.0
d3859890,nan
d4768698,31.0
d2450433,44.0
d1148075,114.0
d7002787,11.0
d13312597,12.0
d779707,1360.0
d3656639,118.0
d2419508,61.0
d6615222,57.0
d1111189,161.0
d991091,21.0
d12294891,49.0
d4347116,35.0
d4475869,307.0
d12326859,5.0
d5505688,3.0
d8008032,108.0
d4462992,136.0
d12120498,4.0
d5828006,23.0
d6078826,38.0
d6529187,17.0
d1111143,32.0
d5507154,2.0
d12945924,nan
d8410203,67.0
d1071055,2.0
d3734026,553.0
d8297673,10.0
d3709126,14.0
d6419313,77.0
d2527908,3.0
d5962239,24.0
d13207380,9.0
d6426619,7.0
d1043860,nan
d9559949,14.0
d1039097,3.0
d6874671,147.0
d12431974,86.0
d3682716,77.0
d12374493,8.0
d6102622,45.0
d9821454,12.0
d5122984,2.0
d12058798,37.0
d8786974,18.0
d2332606,414.0
d7014836,62.0
d734358,220.0
d1332171,7.0
d5790471,61.0
d12900725,3.0
d7891761,2.0
d3410971,45.0
d11708220,2.0
d8489736,18.0
d3605481,97.0
d8468631,67.0
d7103099,23.0
d12323648,17.0
d719099,1076.0
d3603158,134.0
d5616756,10.0
d1018840,46.0
d8586726,5.0
d8635082,38.0
d10694846,16.0
d1389019,45.0
d1930393,366.0
d6784123,8.0
d3694554,13.0
d3508427,67.0
d1343443,76.0
d13196617,8.0
d9708379,75.0
d11739342,nan
d10731937,8.0
d10211859,nan
d7124201,38.0
d6888993,38.0
d7779582,77.0
d5667801,179.0
d10274600,12.0
d2241747,276.0
d11886713,3.0
d4209809,19.0
d12094751,31.0
d1061193,699.0
d12865164,2.0
d8684087,39.0
d3568579,287.0
d1035259,172.0
d13094735,nan
d1501769,214.0
d8731632,3.0
d2437803,255.0
d3393259,26.0
d5489718,3.0
d7732552,5.0
d7201929,1751.0
d8339891,2.0
d1446633,65.0
d3955056,126.0
d10783891,5.0
d13198034,nan
d2206872,104.0
d2442669,172.0
d4041685,5.0
d2660615,3.0
d12438184,3.0
d2402959,11.0
d12972915,2.0
d6102619,32.0
d5614341,4.0
d1846852,689.0
d5220223,189.0
d10742545,6.0
d12992754,nan
d2252206,118.0
d10201057,83.0
d1746855,190.0
d7361473,89.0
d4273891,166.0
d716428,1390.0
d12597852,2.0
d8279685,194.0
d10293086,20.0
d7597355,391.0
d6366750,7.0
d5959197,23.0
d695220,1009.0
d2001275,31.0
d2624061,290.0
d808734,200.0
d4601728,250.0
d3346683,81.0
d3173600,164.0
d10809897,3.0
d5534672,142.0
d1918412,58.0
d3421425,69.0
d990744,6.0
d13129835,31.0
d2001727,61.0
d12689112,26.0
d802913,492.0
d12578962,2.0
d7145590,39.0
d7314470,3.0
d11840129,12.0
d11899033,4.0
d11904683,17.0
d3671378,518.0
d9600387,7.0
d12925194,nan
d12708319,8.0
d1969473,7.0
d11854273,90.0
d4963321,49.0
d1093033,nan
d1869038,13.0
d3330193,34.0
d2007561,15.0
d1788085,42.0
d10160893,40.0
d8414853,25.0
d3293116,3.0
d9856846,26.0
d10990338,42.0
d2210786,25.0
d3953017,nan
d1228036,101.0
d12331250,nan
d7176545,66.0
d7732831,22.0
d695092,134.0
d2344538,20.0
d5533414,866.0
d10211041,2.0
d1640417,146.0
d813379,898.0
d7124150,nan
d10258857,7.0
d12508327,3.0
d12369360,11.0
d9729807,15.0
d7780336,11.0
d12519599,4.0
d10192556,15.0
d12451976,6.0
d12115109,3.0
d7646419,3.0
d7713871,nan
d2410490,194.0
d4307626,42.0
d8531405,75.0
d12946201,2.0
d8868390,553.0
d6577674,22.0
d3842805,65.0
d11812811,26.0
d12874619,5.0
d7246420,8.0
d8684879,8.0
d7123812,64.0
d720288,5.0
d12418745,9.0
d1989609,291.0
d12882677,nan
d5614286,15.0
d3946660,42.0
d10617521,nan
d2019931,140.0
d983411,19.0
d793477,191.0
d1418298,80.0
d11816506,36.0
d12347521,40.0
d2011664,515.0
d7233896,10.0
d6563808,125.0
d7906964,56.0
d12194754,38.0
d783752,1531.0
d4191703,37.0
d1332002,7.0
d3853525,2.0
d1111171,297.0
d5936238,11.0
d1574808,1496.0
d967425,118.0
d2692916,88.0
d4063276,6.0
d9778601,36.0
d8339600,2.0
d10882256,48.0
d10109465,56.0
d3170214,50.0
d5795830,63.0
d6456834,32.0
d1010677,274.0
d7608584,26.0
d12236044,10.0
d11954059,8.0
d10155996,39.0
d11686951,29.0
d5776199,11.0
d4101345,70.0
d3357553,311.0
d3452454,28.0
d4302183,56.0
d8656741,26.0
d3696443,300.0
d1852181,281.0
d796574,255.0
d8732380,5.0
d733537,1606.0
d783388,176.0
d7740088,29.0
d8773164,78.0
d4495474,7.0
d8723793,6.0
d13111916,nan
d4880414,6.0
d10147326,8.0
d2356116,75.0
d10797989,2.0
d1410165,224.0
d6073793,4.0
d11733283,7.0
d8606930,37.0
d13115480,3.0
d5518843,nan
d7779054,303.0
d12234830,nan
d12430147,2.0
d4758031,248.0
d9975698,17.0
d2058137,6.0
d12227911,nan
d12332385,77.0
d11678206,24.0
d987892,23.0
d12321458,13.0
d2184987,730.0
d11925141,30.0
d743869,237.0
d1061798,290.0
d7711812,21.0
d815672,368.0
d13320816,nan
d2329334,39.0
d10394478,57.0
d13167112,14.0
d953634,65.0
d1147083,116.0
d2392049,122.0
d810211,230.0
d5812335,nan
d5220277,11.0
d3727879,20.0
d9695956,26.0
d6529314,594.0
d1996613,136.0
d12431266,4.0
d4925580,nan
d6885524,46.0
d3154112,13.0
d7992300,5.0
d9776596,4.0
d1381993,163.0
d3543829,61.0
d4761195,15.0
d3820816,85.0
d8037970,2.0
d12633168,5.0
d11722101,33.0
d12962877,12.0
d967477,290.0
d2711999,954.0
d697009,923.0
d11722200,10.0
d1035321,nan
d10347936,125.0
d815152,9.0
d896709,3.0
d12337867,347.0
d12170365,8.0
d3820803,37.0
d2594263,2.0
d715423,15.0
d9769317,14.0
d2569461,46.0
d2420251,630.0
d7256479,8.0
d5973272,3.0
d793184,843.0
d7602678,45.0
d4745119,501.0
d10080718,21.0
d10326154,14.0
d13138821,nan
d7653801,28.0
d8696611,8.0
d10675099,4.0
d7855387,256.0
d12593386,2.0
d1072479,2.0
d8309059,230.0
d782593,14.0
d12877171,3.0
d4787800,51.0
d1037065,9.0
d8385251,20.0
d969603,407.0
d4919307,2.0
d3256452,3.0
d7123371,54.0
d4226254,130.0
d10056355,15.0
d3357571,963.0
d1104331,7.0
d11837440,72.0
d6380332,1124.0
d6762404,27.0
d7063650,987.0
d5959832,15.0
d5122992,10.0
d1480861,156.0
d694687,219.0
d2196449,219.0
d7993582,94.0
d4093167,20.0
d2151085,2418.0
d1346434,7.0
d3853171,7.0
d5966164,5.0
d10226204,12.0
d11865055,27.0
d3324053,24.0
d6280011,17.0
d3510573,30.0
d10124459,47.0
d3255488,53.0
d12411522,27.0
d2615542,nan
d6856504,45.0
d10876774,48.0
d11380073,3.0
d12228151,14.0
d7994432,2.0
d12879121,2.0
d2456695,177.0
d5799795,nan
d8653439,32.0
d2140275,6.0
d2370538,12.0
d11883259,10.0
d8566268,10.0
d5408576,67.0
d5778382,20.0
d4994285,8.0
d7336953,71.0
d1342567,542.0
d7226378,14.0
d3165154,3.0
d10467138,nan
d11899170,4.0
d4107838,18.0
d838385,9.0
d8154519,49.0
d7706896,57.0
d2008842,88.0
d2097032,11.0
d1501595,892.0
d8647472,7.0
d4085649,2.0
d5959414,2.0
d5614519,18.0
d7133765,140.0
d7717236,3.0
d4600847,29.0
d1035339,nan
d4563690,nan
d7624518,28.0
d8320074,206.0
d7897165,40.0
d8677473,14.0
d10832580,28.0
d5964320,22.0
d720871,646.0
d794289,105.0
d6115097,4.0
d7653192,28.0
d5778124,4.0
d13220144,nan
d12670943,26.0
d1489249,307.0
d8343780,14.0
d7124043,6.0
d2668019,661.0
d4506182,40.0
d4006809,9.0
d12924563,5.0
d11891406,8.0
d5122723,117.0
d1460169,285.0
d10146024,41.0
d11993456,9.0
d11725436,13.0
d2467774,155.0
d4129988,45.0
d9977659,6.0
d11844376,10.0
d5800219,44.0
d2011943,990.0
d5614583,3.0
d10148012,20.0
d11718987,3.0
d13002794,32.0
d6975587,160.0
d9850188,4.0
d8841101,20.0
d10700265,8.0
d12434602,2.0
d940039,56.0
d11965811,11.0
d2043661,116.0
d6476763,11.0
d2632292,116.0
d10487182,29.0
d2442424,164.0
d12934232,5.0
d9720940,68.0
d8766384,73.0
d5790321,nan
d7645590,7.0
d5244312,3.0
d4793281,7.0
d2171911,253.0
d11868356,2.0
d10457774,2.0
d10878576,nan
d9829735,142.0
d7265589,31.0
d1493393,12.0
d1047495,7.0
d7123350,7.0
d7776755,42.0
d6371647,3.0
d5972448,9.0
d8570887,115.0
d2188159,795.0
d6979947,78.0
d2720510,108.0
d7123275,11.0
d5122141,2.0
d991604,44.0
d7123204,13.0
d8712852,61.0
d1423002,2.0
d12830031,62.0
d2455003,75.0
d6413534,67.0
d6809331,24.0
d4136763,299.0
d817037,351.0
d2556732,34.0
d1009918,540.0
d5825758,21.0
d11962165,13.0
d1025745,184.0
d10874795,nan
d4191060,23.0
d10261834,167.0
d7626992,34.0
d3199193,186.0
d695185,1367.0
d12692778,3.0
d714970,1135.0
d1044565,543.0
d12895846,33.0
d13094987,nan
d1833023,40.0
d11929944,4.0
d2104213,74.0
d1509086,324.0
d10295409,106.0
d8374399,67.0
d4088133,97.0
d7366721,220.0
d13168333,nan
d718365,276.0
d7594484,14.0
d6403844,41.0
d6733011,12.0
d5122217,3.0
d1044544,41.0
d12396410,nan
d3609824,31.0
d10249054,11.0
d1184234,nan
d10763206,36.0
d12094910,20.0
d10692057,18.0
d9810256,28.0
d11752069,26.0
d12580577,2.0
d13124351,5.0
d9601227,2.0
d10200202,39.0
d8772191,45.0
d7992320,7.0
d9748774,27.0
d5888861,170.0
d2012292,26.0
d719686,234.0
d5955099,7.0
d10637086,29.0
d4043867,134.0
d8580956,10.0
d1166834,262.0
d4035739,11.0
d10148117,2.0
d3685334,12.0
d8099265,20.0
d8765974,12.0
d4148444,nan
d7247085,495.0
d991430,129.0
d8602274,24.0
d8803788,7.0
d2691458,128.0
d8573883,8.0
d7316043,65.0
d13202667,6.0
d4106733,67.0
d10513844,14.0
d5787881,12.0
d12492836,32.0
d6688105,7.0
d1335805,32.0
d908542,126.0
d12936952,3.0
d4241802,79.0
d2238985,38.0
d1039021,19.0
d4171598,6.0
d5528095,3.0
d8088331,557.0
d8088018,11.0
d3784498,104.0
d991383,24.0
d7230452,119.0
d10252381,206.0
d12379601,10.0
d12860859,18.0
d6666059,16.0
d8338343,2.0
d6550009,17.0
d7045878,35.0
d10094596,13.0
d1503736,116.0
d3952401,25.0
d8802035,108.0
d1394285,584.0
d5260140,nan
d9800340,45.0
d6929736,70.0
d8055709,43.0
d7271978,nan
d2619769,369.0
d10067005,25.0
d1039185,4.0
d5433038,4.0
d5804507,16.0
d8114690,11.0
d10439184,28.0
d10261546,nan
d11858739,12.0
d8580971,4.0
d11045819,14.0
d2697090,151.0
d8834223,12.0
d5430405,9.0
d2187950,86.0
d1358512,3.0
d12868200,99.0
d10594868,9.0
d5552665,2.0
d1035299,101.0
d5980935,4.0
d7278604,7.0
d3519054,732.0
d7124269,nan
d6627757,143.0
d5531776,4.0
d11857839,26.0
d3506517,40.0
d13340261,20.0
d10153330,4.0
d7340709,8.0
d11955490,nan
d4754343,115.0
d10789547,nan
d6017522,62.0
d1344546,120.0
d10356434,7.0
d2388439,86.0
d7306903,27.0
d7791280,123.0
d1948246,404.0
d8763606,14.0
d10074581,2.0
d7243061,20.0
d4912162,3.0
d8595231,75.0
d2386742,153.0
d3748757,21.0
d5414867,84.0
d11858450,99.0
d2615867,23.0
d6818723,54.0
d8380074,42.0
d6594634,144.0
d4149648,27.0
d2161083,11.0
d10636917,37.0
d7755628,14.0
d10460255,7.0
d5243116,32.0
d4268183,3.0
d3569950,16.0
d3707258,22.0
d2008613,23.0
d1044257,4.0
d990853,209.0
d4925037,2.0
d7384861,17.0
d12485813,11.0
d5606645,20.0
d2099467,171.0
d3935058,24.0
d2212295,451.0
d11808139,nan
d6605431,12.0
d3776151,76.0
d3895183,588.0
d11962633,5.0
d8621986,202.0
d1007683,809.0
d2525811,216.0
d946623,143.0
d10941125,5.0
d1028240,797.0
d10162555,20.0
d4354260,53.0
d2240754,76.0
d1419349,2354.0
d10160265,3.0
d4327894,11.0
d8684372,3.0
d8071463,23.0
d12664284,237.0
d718370,8.0
d12028248,20.0
d11843961,34.0
d6364181,11.0
d3689156,64.0
d9844847,6.0
d8512079,5.0
d1044889,12.0
d1043426,nan
d7745058,381.0
d4458056,15.0
d13131754,5.0
d10347445,5.0
d1056692,589.0
d3388923,209.0
d1048185,1170.0
d2372850,789.0
d8505956,6.0
d5572648,76.0
d10157380,25.0
d8141123,345.0
d2175549,29.0
d1886715,25.0
d10533376,6.0
d12491400,2.0
d8643764,35.0
d3803419,2.0
d6485803,11.0
d12015306,nan
d7722688,75.0
d4413382,74.0
d1026943,424.0
d4823751,nan
d8488312,5.0
d8862744,89.0
d12875898,2.0
d3677102,1048.0
d10384238,11.0
d3645177,nan
d4606631,229.0
d10818106,nan
d2042043,72.0
d8459243,36.0
d12535450,8.0
d12924358,nan
d12668276,2.0
d7245690,26.0
d6838553,3.0
d7333712,128.0
d6106520,15.0
d697155,15.0
d7372049,44.0
d817038,747.0
d1319654,5.0
d4149012,17.0
d8574693,327.0
d5798662,7.0
d11951685,48.0
d10460570,10.0
d3754737,93.0
d4131789,82.0
d4101183,167.0
d10293065,67.0
d1910984,5.0
d2000681,154.0
d11920734,5.0
d6625178,33.0
d10076842,11.0
d2502424,7.0
d10696560,88.0
d12872179,6.0
d1342032,13.0
d1035119,nan
d4874672,99.0
d807728,nan
d1017266,322.0
d1039246,5.0
d7369521,6.0
d5823563,9.0
d8487573,14.0
d719605,391.0
d953776,5.0
d5788974,22.0
d716001,18.0
d7053191,23.0
d8799227,9.0
d8629311,121.0
d959173,29.0
d8051555,3.0
d1422232,22.0
d8333877,nan
d10489033,118.0
d1045642,173.0
d3452407,1225.0
d12146251,5.0
d7933499,33.0
d4912085,8.0
d10451707,10.0
d3314867,27.0
d5961439,57.0
d1356864,20.0
d1019713,628.0
d6180131,4.0
d4767665,5.0
d4072140,89.0
d8822354,19.0
d3686426,68.0
d4912273,nan
d1205021,238.0
d2462738,161.0
d2219219,5870.0
d3340828,374.0
d5616109,4.0
d9561439,178.0
d1592757,32.0
d942109,8.0
d5778642,30.0
d10215093,54.0
d6886467,89.0
d1593043,256.0
d3547654,193.0
d12172544,9.0
d7714741,5.0
d12330378,10.0
d1071508,158.0
d733356,225.0
d5483441,12.0
d4332545,15.0
d11670047,5.0
d12588631,nan
d3360503,241.0
d1014398,385.0
d719482,141.0
d5489409,690.0
d11890530,4.0
d6896791,33.0
d7992860,4.0
d7603804,13.0
d7304204,93.0
d8602273,233.0
d10399938,66.0
d8298908,59.0
d9765558,19.0
d4756608,43.0
d7153029,27.0
d9568780,2.0
d7007177,32.0
d6022573,426.0
d7617630,17.0
d4598879,9.0
d2510572,31.0
d801771,1284.0
d7620204,602.0
d1010628,228.0
d9563932,25.0
d7002382,50.0
d1228063,157.0
d8570471,24.0
d696924,52.0
d680331,468.0
d5864007,nan
d1039720,20.0
d1314795,94.0
d4059880,21.0
d2454749,22.0
d8339828,nan
d8279232,40.0
d786640,82.0
d950364,110.0
d4149369,140.0
d11927814,nan
d1025140,15.0
d3165679,41.0
d3628421,109.0
d4271800,612.0
d7651488,142.0
d11910469,26.0
d2559091,209.0
d7251011,14.0
d10459951,2.0
d12952106,17.0
d13113374,2.0
d10146980,160.0
d10238230,32.0
d8853403,53.0
d3367097,6.0
d5959183,150.0
d13323744,nan
d2145925,124.0
d782764,125.0
d950235,359.0
d7940435,74.0
d1327108,91.0
d12699280,10.0
d2259070,1037.0
d5817300,13.0
d3912338,331.0
d9710386,15.0
d4767875,nan
d1340328,9.0
d6704204,187.0
d12657791,26.0
d1998007,131.0
d719010,352.0
d2084646,83.0
d12558218,nan
d2232667,153.0
d8339819,6.0
d10371553,20.0
d8857219,19.0
d10464379,30.0
d8338362,5.0
d783715,62.0
d4593775,12.0
d4155721,19.0
d991047,3.0
d3699271,36.0
d2357955,156.0
d5506953,nan
d6678643,25.0
d2007526,34.0
d990954,290.0
d2214161,4.0
d6872217,53.0
d4420171,18.0
d5504350,21.0
d12705642,19.0
d697460,438.0
d1516685,277.0
d3807459,52.0
d12301625,13.0
d6995382,18.0
d3774341,66.0
d5617147,3.0
d3397327,22.0
d12276854,nan
d12940499,64.0
d991497,108.0
